"item","protein","carbs","fats"
"CHESTNUTS,JAPANESE,DRIED",5.25,81.43,0.183
"COCONUT MILK,FRZ (LIQ EXPRESSED FROM GRATED MEAT&H2O)",1.61,5.58,18.445
"COCONUT MEAT,DRIED (DESICCATED),CRMD",5.3,21.52,61.257
"COCONUT MEAT,DRIED (DESICCATED),SWTND,SHREDDED",2.88,47.67,31.468
"SISYMBRIUM SP. SEEDS,WHL,DRIED",12.14,58.26,0.902
"ALMOND BUTTER,PLN,WO/SALT",15.08,21.22,5.602
"SESAME BUTTER,TAHINI,FROM RAW&STONE GROUND KRNLS",17.81,26.19,6.722
"FORMULATED,WHEAT-BASED,FLAV,MACADAMIA FLAV,WO/SALT",11.19,27.91,8.482
"FORMULATED,WHEAT-BASED,ALL FLAVORS XCPT MACADAMIA,WO/SALT",13.11,20.79,9.37
"SESAME SD KRNLS,DRIED (DECORT)",20.45,11.73,9.055
"CHESTNUTS,JAPANESE,RAW",2.25,34.91,0.078
"CHESTNUTS,JAPANESE,BLD&STMD",0.82,12.64,0.028
"CHESTNUTS,JAPANESE,RSTD",2.97,45.13,0.118
"LOTUS SEEDS,RAW",4.13,17.28,0.088
"ALMONDS,HONEY RSTD,UNBLANCHED",18.17,27.9,4.73
"SEEDS,FLAXSEED",18.29,28.88,3.663
"PUMPKIN&SQUASH SD KRNLS,RSTD,W/SALT",32.97,13.43,7.97
"SESAME SD KRNLS,TSTD,W/SALT (DECORT)",16.96,26.04,6.722
"SUNFLOWER SD KRNLS,DRY RSTD,W/SALT",19.33,24.07,5.219
"SUNFLOWER SD KRNLS,OIL RSTD,W/SALT",20.06,22.89,7.068
"SUNFLOWER SD KRNLS,TSTD,W/SALT",17.21,20.59,5.953
"SUNFLOWER SD BUTTER,W/SALT",19.66,27.42,5.002
"ALMONDS,DRY RSTD,W/SALT",22.09,19.29,4.047
"ALMONDS,OIL RSTD,W/SALT",21.23,17.68,4.208
"CASHEW NUTS,DRY RSTD,W/SALT",15.31,32.69,9.157
"CASHEW NUTS,OIL RSTD,W/SALT",16.84,30.16,8.478
"CASHEW BUTTER,PLN,W/SALT",17.56,27.57,9.763
"MACADAMIA NUTS,DRY RSTD,W/SALT",7.79,12.83,11.947
"MIXED NUTS,DRY RSTD,W/PNUTS,W/SALT",17.3,25.35,6.899
"NUTS,MXD NUTS,W/ PNUTS,OIL RSTD,W/ SALT ADDED",16.76,21.41,8.725
"MIXED NUTS,WO/PNUTS,OIL RSTD,W/SALT",15.52,22.27,9.087
"PECANS,DRY RSTD,W/SALT",9.5,13.55,6.283
"PECANS,OIL RSTD,W/SALT",9.2,13.01,7.238
"PISTACHIO NUTS,DRY RSTD,W/SALT",21.35,26.78,5.555
"PUMPKIN&SQUASH SEEDS,WHL,RSTD,W/SALT",18.55,53.75,3.67
"ALMOND BUTTER,PLN,W/SALT",15.08,21.22,5.602
"SESAME BUTTER,TAHINI,KRNLS UNSPEC",17.4,21.5,7.423
"BEEF,GRASS-FED,STRIP STEAKS,LN,RAW",23.07,0,1.032
"BEEF,CARCASS,LN&FAT,CHOIC,RAW",17.32,0,9.75
"BEEF,CARCASS,LN&FAT,SEL,RAW",17.48,0,9.16
"BEEF,RTL CUTS,FAT,RAW",8.21,0,29.45
"BEEF,RTL CUTS,FAT,CKD",10.65,0,28.5
"BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",20.72,0,2.59
"BEEF,GRASS-FED,GROUND,RAW",19.42,0,5.335
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",28.97,0,6.888
"BEEF,FLANK,LN&FAT,0""FAT,CHOIC,RAW",21.22,0,3.443
"BEEF,FLANK,LN&FAT,0""FAT,CHOIC,CKD,BRLD",27.55,0,3.84
"BEEF,FLANK,LN,0"" FAT,CHOIC,RAW",21.72,0,2.612
"BEEF,FLANK,LN,0"" FAT,CHOIC,CKD,BRSD",28.02,0,5.54
"BEEF,FLANK,LN,0""FAT,CHOIC,CKD,BRLD",27.82,0,3.452
"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,RAW",17.51,0,9
"BF,RIB,EYE,SML END (RIB 10-12),LN & FT,0"" FAT,CHOIC,CKD,BRLD",26.58,0,6.506
"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,RAW",20.13,0,3.23
"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",28.88,0,3.43
"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,RAW",14.4,0,15.76
"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",21.57,0,17.8
"BEEF,RIB,SHORTRIBS,LN ONLY,CHOIC,RAW",19.05,0,4.33
"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",30.76,0,7.74
"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",32.21,0,3.638
"USDA CMDTY,BF,CND",20.52,0,8.59
"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",23.05,0,8.805
"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",10.86,1.05,2.3
"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED",12.57,0,3.74
"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,SIMMRD",11.67,1.48,2.394
"BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW",17.72,0.14,1.383
"BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD",28.48,0.15,1.404
"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",17.4,0.29,0.868
"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,SIMMRD",27.27,0,1.066
"BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW",20.36,3.89,1.233
"BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD",29.08,5.13,1.696
"BEEF, VAR MEATS&BY-PRODUCTS, LIVER, CKD, PAN-FRIED",26.52,5.16,1.493
"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,RAW",16.2,0,0.86
"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD",20.4,0,1.27
"BEEF,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED BF,RAW",14.97,0,11.78
"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",15.7,0,6.41
"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",27.1,0,5.9
"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",18.3,0,1
"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",25.1,0,1.39
"BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW",1.5,0,52.3
"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,RAW",12.18,0,7.01
"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD",21.85,0,8.61
"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",14.9,3.68,7
"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,SIMMRD",19.29,0,8.125
"BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW",12.07,0,1.291
"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW",16.5,0,11.538
"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,CHOIC,CKD,BRSD",32.62,0,3.053
"BEEF,CURED,BRKFST STRIPS,RAW OR UNHTD",12.5,0.7,15.95
"BEEF,CURED,BRKFST STRIPS,CKD",31.3,1.4,14.35
"BEEF,CURED,CORNED BF,BRISKET,RAW",14.68,0.14,4.73
"BEEF,CURED,CORNED BF,BRISKET,CKD",18.17,0.47,6.34
"BEEF,CURED,CORNED BF,CND",27.1,0,6.18
"BEEF,CURED,DRIED",31.1,2.76,0.95
"BEEF,CURED,LUNCHEON MEAT,JELLIED",19,0,1.41
"BEEF,CURED,PASTRAMI",21.8,0,2.681
"BEEF,CURED,SAUSAGE,CKD,SMOKED",14.11,2.42,11.44
"BEEF,CURED,SMOKED,CHOPD BF",20.19,1.86,1.81
"BEEF,CURED,THIN-SLICED BF",28.11,5.71,1.65
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD",27.33,0,6.85
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,CHOIC,CKD",27.21,0,7.31
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,SEL,CKD",27.47,0,6.27
"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,CKD",29.88,0,3.54
"BEEF,COMP OF RTL CUTS,LN,0""FAT,CHOIC,CKD",29.88,0,3.87
"BEEF,COMP OF RTL CUTS,LN,0""FAT,SEL,CKD",29.89,0,3.09
"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",26.79,0,7.53
"BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD",29.75,0,3.63
"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",32.9,0,3.152
"BEEF,BRISKET,FLAT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",33.26,0,2.647
"BEEF,BRISKET,POINT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",23.53,0,11.24
"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",28.05,0,5.18
"BEEF,CHUCK,ARM POT RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",28.94,0,7.548
"BEEF,CHUCK,ARM POT RST,LN & FAT,0"" FAT,SEL,CKD,BRSD",29.23,0,6.911
"BEEF,CHUCK,ARM POT RST,LN,0""FAT,CHOIC,CKD,BRSD",33.36,0,2.903
"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD",33.37,0,2.194
"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,CHOIC,CKD,BRSD",26.98,0,10.26
"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,SEL,CKD,BRSD",27.59,0,8.61
"BEEF,CHUCK,BLADE RST,LN,0""FAT,ALL GRDS,CKD,BRSD",31.06,0,5.16
"BEEF,CHUCK,BLADE RST,LN,0""FAT,CHOIC,CKD,BRSD",31.06,0,5.7
"BEEF,CHUCK,BLADE RST,LN,0""FAT,SEL,CKD,BRSD",31.06,0,4.54
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,CHOIC,CKD,RSTD",22.8,0,12.29
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,SEL,CKD,RSTD",23.48,0,10.3
"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,ALL GRDS,CKD,RSTD",27.53,0,5.35
"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,CHOIC,CKD,RSTD",27.53,0,5.99
"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,SEL,CKD,RSTD",27.53,0,4.55
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",27.27,0,5.72
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,CKD,BRLD",24.73,0,9.24
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,SEL,CKD,BRLD",24.91,0,8.01
"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",29.41,0,2.868
"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",28.04,0,4.73
"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,SEL,CKD,BRLD",28.04,0,3.51
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",33.56,0,3.184
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",27.42,0,2.773
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",32.73,0,3.593
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,CHOIC,CKD,RSTD",26.76,0,3.366
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,SEL,CKD,BRSD",34.39,0,2.775
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,SEL,CKD,RSTD",28.08,0,2.179
"BEEF,RND,BTTM RND,LN,0""FAT,ALL GRDS,CKD,BRSD",34,0,2.675
"BEEF,RND,BTTM RND,LN,0""FAT,ALL GRDS,CKD,RSTD",27.76,0,2.26
"BEEF,RND,BTTM RND,LN,0""FAT,CHOIC,CKD,BRSD",33.08,0,3.152
"BEEF,RND,BTTM RND,LN,0""FAT,CHOIC,CKD,RSTD",27.23,0,2.661
"BEEF,RND,BTTM RND,LN,0""FAT,SEL,CKD,BRSD",34.93,0,2.198
"BEEF,RND,BTTM RND RST,LN,0"" FAT,SEL,CKD,RSTD",28.29,0,1.86
"BEEF,RND,EYE OF RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",29.13,0,1.724
"BEEF,RND,EYE OF RND,LN&FAT,0""FAT,CHOIC,CKD,RSTD",28.58,0,1.75
"BEEF,RND,EYE OF RND,LN&FAT,0""FAT,SEL,CKD,RSTD",29.67,0,1.697
"BEEF,RND,EYE OF RND,LN,0""FAT,ALL GRDS,CKD,RSTD",29.33,0,1.426
"BEEF,RND,EYE OF RND,LN,0""FAT,CHOIC,CKD,RSTD",28.74,0,1.502
"BEEF,RND,EYE OF RND,LN,0""FAT,SEL,CKD,RSTD",29.92,0,1.349
"BEEF,RND,TIP RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",26.79,0,3.007
"BEEF,RND,TIP RND,LN&FAT,0""FAT,CHOIC,CKD,RSTD",27.01,0,3.257
"BEEF,RND,TIP RND,LN&FAT,0""FAT,SEL,CKD,RSTD",26.57,0,2.756
"BEEF,RND,TIP RND,LN,0"" FAT,ALL GRDS,CKD,RSTD",27.53,0,2.209
"BEEF,RND,TIP RND,LN,0""FAT,CHOIC,CKD,RSTD",27.68,0,2.288
"BEEF,RND,TIP RND,LN,0"" FAT,SEL,CKD,RSTD",27.37,0,1.563
"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",35.62,0,2.25
"BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",35.62,0,2.52
"BEEF,RND,TOP RND,LN&FAT,0""FAT,SEL,CKD,BRSD",35.62,0,1.92
"BEEF,RND,TOP RND,LN,0""FAT,ALL GRDS,CKD,BRSD",36.12,0,1.72
"BEEF,RND,TOP RND,LN,0""FAT,CHOIC,CKD,BRSD",36.12,0,1.99
"BEEF,RND,TOP RND,LN,0""FAT,SEL,CKD,BRSD",36.12,0,1.37
"BEEF,TENDERLOIN,LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",27.58,0,4.315
"BEEF,TENDERLOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",27.97,0,4.813
"BEEF,TENDERLOIN,LN&FAT,0""FAT,SEL,CKD,BRLD",27.18,0,3.816
"BEEF,TENDERLOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",28.51,0,2.993
"BEEF,TENDERLOIN,LN,0""FAT,CHOIC,CKD,BRLD",28.95,0,3.48
"BEEF,TENDERLOIN,LN,0""FAT,SEL,CKD,BRLD",28.08,0,2.506
"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",28.87,0,2.981
"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",28.45,0,3.58
"BEEF,SHRT LOIN,TOP LOIN,LN & FAT,0"" FAT,SEL,CKD,BRLD",29.29,0,2.382
"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",29.25,0,2.425
"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,CHOIC,CKD,BRLD",28.91,0,2.906
"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,SEL,CKD,BRLD",29.59,0,1.945
"BEEF,TOP SIRLOIN,LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",29.33,0,3.754
"BEEF,TOP SIRLOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",29.02,0,4.09
"BEEF,TOP SIRLOIN,LN&FAT,0""FAT,SEL,CKD,BRLD",29.65,0,3.417
"BEEF,TOP SIRLOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",30.55,0,2.205
"BEEF,TOP SIRLOIN,LN,0""FAT,CHOIC,CKD,BRLD",30.29,0,2.495
"BEEF,TOP SIRLOIN,LN,0""FAT,SEL,CKD,BRLD",30.8,0,1.915
"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",23.96,0,7.271
"BEEF,LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",23.61,0,7.43
"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",24.47,0,7.04
"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",26.07,0,3.912
"BEEF,SHRT LOIN,PRTRHS STEAK,LN, 0"" FAT,USDA CHOIC,CKD,BRLD",25.51,0,4.345
"BEEF,SHRT LOIN,PRTRHS STEAK,LN ONLY,0"" FAT,USDA SEL,CKD,BRLD",26.89,0,3.28
"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",24.18,0,6.074
"BEEF,LOIN,T-BONE STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",24.05,0,6.449
"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",24.38,0,5.527
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",25.99,0,3.087
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,USDA CHOIC,CKD,BRLD",25.98,0,3.27
"BEEF,SHRT LOIN,T-BONE STEAK,LN, 0"" FAT,USDA SEL,CKD,BRLD",26,0,2.82
"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,SEL,CKD,BRSD",33.9,0,2.241
"BEEF,RND,TIP RND,LN & FAT,0"" FAT,ALL GRDS,RAW",20.48,0,2.778
"BEEF,RND,TIP RND,LN & FAT,0"" FAT,CHOIC,RAW",20.16,0,3.066
"BEEF,RND,TIP RND,LN & FAT,0"" FAT,SEL,RAW",20.8,0,2.489
"BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD",29.93,0,2.305
"BEEF,RND,TOP RND,LN,0"" FAT,ALL GRDS,CKD,BRLD",31.7,0,1.965
"BEEF,RND,TOP RND,LN,0"" FAT,CHOIC,CKD,BRLD",31.7,0,2.376
"BEEF,RND,TOP RND,LN,0"" FAT,SEL,CKD,BRLD",31.7,0,1.554
"BEEF,GROUND,70% LN MEAT / 30% FAT,CRUMBLES,CKD,PAN-BROWNED",25.56,0,7.191
"BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD",23.87,0,6.188
"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY CKD,PAN-BROILED",22.86,0,6.256
"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY,CKD,BRLD",25.38,0,7.329
"BEEF,GROUND,70% LN MEAT / 30% FAT,RAW",14.35,0,11.289
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,RAW",18.68,0,6.91
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,CKD",26.42,0,7.77
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW",18.57,0,7.32
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",26.21,0,8.24
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,RAW",18.87,0,6.37
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,CKD",26.63,0,7.2
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,PRIME,RAW",18.72,0,8.37
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,PRIME,CKD",26.22,0,8.32
"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,RAW",18.42,0,7.53
"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",25.85,0,9.44
"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",17.94,0,8.951
"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",28.82,0,7.305
"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",17.65,0,8.42
"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",24.4,0,10.64
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",19.23,0,7.254
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",30.12,0,7.62
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW",19.14,0,7.492
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",30.2,0,7.902
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW",19.33,0,7.016
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",30.05,0,7.337
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",17.16,0,7.82
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",26.78,0,10
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW",16.98,0,8.59
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",26.37,0,10.86
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW",17.37,0,6.99
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",27.33,0,8.89
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",16.53,0,10.76
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",22.42,0,10.85
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",22.77,0,11.33
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",16.34,0,11.51
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",22.26,0,11.57
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",22.6,0,12.01
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,RAW",16.75,0,9.88
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",22.73,0,9.81
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",23.1,0,10.32
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW",16.15,0,13.22
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",21.95,0,13.42
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",22.57,0,13.96
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,RAW",16.26,0,11.29
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",21.55,0,11.06
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",23.01,0,11.5
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,RAW",16.03,0,12.13
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",20.86,0,12.67
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",22.5,0,12.62
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,RAW",16.52,0,10.28
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,BRLD",21.55,0,10.43
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,RSTD",23.4,0,10.42
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,RAW",15.77,0,13.96
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",20.65,0,14.51
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",22.86,0,13.59
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",19.33,0,7.692
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR",25.85,0,7.894
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RS",22.54,0,10.92
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW",19.09,0,8.121
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",24.53,0,8.7
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",22.28,0,11.78
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW",19.56,0,7.264
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",27.17,0,7.088
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",22.76,0,10.05
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW",16.74,0,12.07
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",24.13,0,11.51
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",22.15,0,14.51
"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",20.56,0,4.63
"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",27.54,0,4.9
"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW",20.56,0,4.2
"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,CKD,BRLD",27.58,0,4.23
"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",20.7,0,4.544
"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",32.76,0,4.506
